市,rq,dl
国网浙江省电力有限公司丽水供电公司,20210516,35975679
国网浙江省电力有限公司温州供电公司,20210516,166526796
国网浙江省电力有限公司衢州供电公司,20210516,50285765
国网浙江省电力有限公司金华供电公司,20210516,129236917
国网浙江省电力有限公司宁波供电公司,20210516,235605374
国网浙江省电力有限公司台州供电公司,20210516,105617485
国网浙江省电力有限公司杭州供电公司,20210516,223433704
国网浙江省电力有限公司舟山供电公司,20210517,71747476
国网浙江省电力有限公司湖州供电公司,20210517,85939391
国网浙江省电力有限公司绍兴供电公司,20210517,136332798
国网浙江省电力有限公司嘉兴供电公司,20210517,148784129
国网浙江省电力有限公司丽水供电公司,20210517,36614471
国网浙江省电力有限公司温州供电公司,20210517,138882258
国网浙江省电力有限公司衢州供电公司,20210517,49605284
国网浙江省电力有限公司金华供电公司,20210517,121467523
国网浙江省电力有限公司宁波供电公司,20210517,231666426
国网浙江省电力有限公司台州供电公司,20210517,105018193
国网浙江省电力有限公司杭州供电公司,20210517,210317333
国网浙江省电力有限公司舟山供电公司,20210518,73577406
国网浙江省电力有限公司湖州供电公司,20210518,88896843
国网浙江省电力有限公司绍兴供电公司,20210518,136513162
国网浙江省电力有限公司嘉兴供电公司,20210518,153744521
国网浙江省电力有限公司丽水供电公司,20210518,36720267
国网浙江省电力有限公司温州供电公司,20210518,166320614
国网浙江省电力有限公司衢州供电公司,20210518,49115357
国网浙江省电力有限公司金华供电公司,20210518,121418466
国网浙江省电力有限公司宁波供电公司,20210518,234122628
国网浙江省电力有限公司台州供电公司,20210518,103384182
国网浙江省电力有限公司杭州供电公司,20210518,213601758
国网浙江省电力有限公司舟山供电公司,20210519,73021055
国网浙江省电力有限公司湖州供电公司,20210519,89346679
国网浙江省电力有限公司绍兴供电公司,20210519,136843233
国网浙江省电力有限公司嘉兴供电公司,20210519,154167445
国网浙江省电力有限公司丽水供电公司,20210519,36187435
国网浙江省电力有限公司温州供电公司,20210519,162313068
国网浙江省电力有限公司衢州供电公司,20210519,50482821
国网浙江省电力有限公司金华供电公司,20210519,120906665
国网浙江省电力有限公司宁波供电公司,20210519,234167584
国网浙江省电力有限公司台州供电公司,20210519,103456068
国网浙江省电力有限公司杭州供电公司,20210519,213693467
国网浙江省电力有限公司舟山供电公司,20210520,71665791
国网浙江省电力有限公司湖州供电公司,20210520,88443232
国网浙江省电力有限公司绍兴供电公司,20210520,136660815
国网浙江省电力有限公司嘉兴供电公司,20210520,152710158
国网浙江省电力有限公司丽水供电公司,20210520,34415048
国网浙江省电力有限公司温州供电公司,20210520,166691471
国网浙江省电力有限公司衢州供电公司,20210520,50890460
国网浙江省电力有限公司金华供电公司,20210520,121144068
国网浙江省电力有限公司宁波供电公司,20210520,234545501
国网浙江省电力有限公司台州供电公司,20210520,103701267
国网浙江省电力有限公司杭州供电公司,20210520,213681166
国网浙江省电力有限公司舟山供电公司,20210521,65979163
国网浙江省电力有限公司湖州供电公司,20210521,88004978
国网浙江省电力有限公司绍兴供电公司,20210521,135568349
国网浙江省电力有限公司嘉兴供电公司,20210521,151270570
国网浙江省电力有限公司丽水供电公司,20210521,34496964
国网浙江省电力有限公司温州供电公司,20210521,166290763
国网浙江省电力有限公司衢州供电公司,20210521,51191328
国网浙江省电力有限公司金华供电公司,20210521,120977518
国网浙江省电力有限公司宁波供电公司,20210521,231829732
国网浙江省电力有限公司台州供电公司,20210521,102670456
国网浙江省电力有限公司杭州供电公司,20210521,215121596
国网浙江省电力有限公司舟山供电公司,20210522,60345628
国网浙江省电力有限公司湖州供电公司,20210522,87280436
国网浙江省电力有限公司绍兴供电公司,20210522,135365735
国网浙江省电力有限公司嘉兴供电公司,20210522,150266966
国网浙江省电力有限公司丽水供电公司,20210522,32281111
国网浙江省电力有限公司温州供电公司,20210522,162088434
国网浙江省电力有限公司衢州供电公司,20210522,51134861
国网浙江省电力有限公司金华供电公司,20210522,120507978
国网浙江省电力有限公司宁波供电公司,20210522,227397626
国网浙江省电力有限公司台州供电公司,20210522,101225446
国网浙江省电力有限公司杭州供电公司,20210522,209768259
国网浙江省电力有限公司舟山供电公司,20210523,55683390
国网浙江省电力有限公司湖州供电公司,20210523,84609197
国网浙江省电力有限公司绍兴供电公司,20210523,133414730
国网浙江省电力有限公司嘉兴供电公司,20210523,146190867
国网浙江省电力有限公司丽水供电公司,20210523,29402657
国网浙江省电力有限公司温州供电公司,20210523,154059778
国网浙江省电力有限公司衢州供电公司,20210523,49973117
国网浙江省电力有限公司金华供电公司,20210523,117704244
国网浙江省电力有限公司宁波供电公司,20210523,213884371
国网浙江省电力有限公司台州供电公司,20210523,96330852
国网浙江省电力有限公司杭州供电公司,20210523,200119646
国网浙江省电力有限公司舟山供电公司,20210524,59066578
国网浙江省电力有限公司湖州供电公司,20210524,86274383
国网浙江省电力有限公司绍兴供电公司,20210524,134703302
国网浙江省电力有限公司嘉兴供电公司,20210524,144642464
国网浙江省电力有限公司丽水供电公司,20210524,33994907
国网浙江省电力有限公司温州供电公司,20210524,160049907
国网浙江省电力有限公司衢州供电公司,20210524,50071591
国网浙江省电力有限公司金华供电公司,20210524,120088966
国网浙江省电力有限公司宁波供电公司,20210524,225851160
国网浙江省电力有限公司台州供电公司,20210524,101818644
国网浙江省电力有限公司杭州供电公司,20210524,212749879
国网浙江省电力有限公司舟山供电公司,20210525,57117234
国网浙江省电力有限公司湖州供电公司,20210525,89314555
国网浙江省电力有限公司绍兴供电公司,20210525,137221475
国网浙江省电力有限公司嘉兴供电公司,20210525,155642136
国网浙江省电力有限公司丽水供电公司,20210525,34545502
国网浙江省电力有限公司温州供电公司,20210525,158092334
国网浙江省电力有限公司衢州供电公司,20210525,50929389
国网浙江省电力有限公司金华供电公司,20210525,122773810
国网浙江省电力有限公司宁波供电公司,20210525,235108820
国网浙江省电力有限公司台州供电公司,20210525,102502004
国网浙江省电力有限公司杭州供电公司,20210525,224957197
国网浙江省电力有限公司舟山供电公司,20210526,66546664
国网浙江省电力有限公司湖州供电公司,20210526,90005292
国网浙江省电力有限公司绍兴供电公司,20210526,137983788
国网浙江省电力有限公司嘉兴供电公司,20210526,157179380
国网浙江省电力有限公司丽水供电公司,20210526,35923643
国网浙江省电力有限公司温州供电公司,20210526,164782206
国网浙江省电力有限公司衢州供电公司,20210526,50378338
国网浙江省电力有限公司金华供电公司,20210526,125802111
国网浙江省电力有限公司宁波供电公司,20210526,235975935
国网浙江省电力有限公司台州供电公司,20210526,104301215
国网浙江省电力有限公司杭州供电公司,20210526,222592054
国网浙江省电力有限公司舟山供电公司,20210527,66591761
国网浙江省电力有限公司湖州供电公司,20210527,89513637
国网浙江省电力有限公司绍兴供电公司,20210527,138598614
国网浙江省电力有限公司嘉兴供电公司,20210527,154891851
国网浙江省电力有限公司丽水供电公司,20210527,34237291
国网浙江省电力有限公司温州供电公司,20210527,167246149
国网浙江省电力有限公司衢州供电公司,20210527,48624907
国网浙江省电力有限公司金华供电公司,20210527,127505752
国网浙江省电力有限公司宁波供电公司,20210527,237884770
国网浙江省电力有限公司台州供电公司,20210527,105994513
国网浙江省电力有限公司杭州供电公司,20210527,225884105
国网浙江省电力有限公司舟山供电公司,20210528,68308804
国网浙江省电力有限公司湖州供电公司,20210528,90433752
